title,year,director,runtime,cast
Godzilla vs. Kong,2021,Adam Wingard,114,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry', 'Shun Oguri', 'Eiza González', 'Julian Dennison', 'Lance Reddick', 'Kyle Chandler', 'Demián Bichir', 'Kaylee Hottle', 'Hakeem Kae-Kazim', 'Ronny Chieng', 'John Pirruccello', 'Chris Chalk', 'Conlan Casal', 'Brad McMurray', 'Benjamin Rigby', 'Nick Turello', 'Daniel Nelson', 'Priscilla Doueihy', 'Kei Kudo', 'Bradd Buckley', 'John Walton', 'Daniel Tuiara', 'David Castillo', 'Kofi Yiadom', 'Jim Palmer', 'Drew Walton', 'Tara Wraith', 'Jason Virgil', 'Grisel Toledo', 'Jason Szabo', 'Jason Speer', 'Sen Shao', 'Scott M. Schewe', 'Charles Sans', 'Tasneem Roc', 'Jon Quested', 'Joel Pierce', 'Sofia Nolan', 'Shawn McBride', 'Victoria Liu', 'Sonny Le', 'Santi Lawson', 'Garreth Hadfield']"
Dirty Dancing,1987,Emile Ardolino,100,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston', 'Jane Brucker', 'Kelly Bishop', 'Lonny Price', 'Max Cantor', 'Charles ""Honi"" Coles', 'Neal Jones', 'Bruce Morrow', 'Wayne Knight', 'Paula Trueman', 'Alvin Myerovich', 'Miranda Garrison', 'Garry Goodrow', 'Antone Pagán', 'Thomas Cannold', 'M.R. Fletcher', 'Jesus Fuentes', 'Heather Lea Gerdes', 'Karen Getz', 'Andrew Charles Koch', 'D.A. Pauley', 'Dorian Sanchez', 'Jennifer Stahl', 'Jonathan Barnes', 'Dwyght Bryan', 'Tom Drake', 'John Gotz', 'Dwayne Malphus', 'Clifford Watkins', 'Emile Ardolino', 'Darren W. Conrad']"
In Bruges,2008,Martin McDonagh,108,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes', 'Clémence Poésy', 'Thekla Reuten', 'Jordan Prentice', 'Elizabeth Berrington', 'Jérémie Renier', 'Mark Donovan', 'Eric Godon', 'Anna Madeley', 'Theo Stevenson', 'Olivier Bonjour', 'Zeljko Ivanek', 'Rudy Blomme', 'Jamie Edgell', 'Sachi Kimura', 'Jean Mark Favorin', 'Emily Thorling', 'Ann Elsley', 'Inez Stinton', 'Ran Yaniv', 'Ciarán Hinds', 'Stephanie Carey', 'Susan Ateh']"
Do the Right Thing,1989,Spike Lee,120,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson', 'Giancarlo Esposito', 'Rosie Perez', 'Martin Lawrence', 'Spike Lee', 'Bill Nunn', 'John Turturro', 'John Savage', 'Roger Guenveur Smith', 'Joie Lee', 'Steve White', 'Leonard L. Thomas', 'Christa Rivers', 'Robin Harris', 'Paul Benjamin', 'Frankie Faison', 'Samuel L. Jackson', 'Rick Aiello', 'Miguel Sandoval', 'Luis Antonio Ramos', 'Frank Vincent', 'Richard Habersham', 'Ginny Yang', 'Nicholas Turturro', 'Gwen McGee', 'Steve Park', 'Sherwin Park', 'Shawn Elliott', 'Diva Osorio', 'Chris Delaney', 'Angel Ramirez Jr.', 'Sixto Ramos', 'Nelson Vasquez', 'Travell Lee Toulson', 'Joel Nagle', 'David E. Weinberg', 'Yatte Brown', 'Mecca Brunson', 'Shawn Stainback', 'Soquana Wallace']"
Robin Hood: Men in Tights,1993,Mel Brooks,104,"['Cary Elwes', 'Richard Lewis', 'Roger Rees', 'Amy Yasbeck', 'Dave Chappelle', 'Isaac Hayes', 'Mark Blankfield', 'Eric Allan Kramer', 'Matthew Porretta', 'Megan Cavanagh', 'Patrick Stewart', 'Tracey Ullman', 'Dom DeLuise', 'Dick Van Patten', 'Robert Ridgely', 'Mel Brooks', 'Steve Tancora', 'Joe Dimmick', 'Robert Noble', 'Avery Schreiber', 'Chuck McCann', 'Brian George', 'Zitto Kazann', 'Richard Assad', 'Herman Poppe', 'Clive Revill', 'Joe Baker', 'Carol Arthur', 'Kelly Jones Gabriele', 'Clement von Franckenstein', 'Corbin Allred', 'Chase Masterson', 'Don Lewis', 'Dante Henderson', 'Bryant Baldwin', 'Tyce Diorio', 'Nathan Prevost', 'Christopher D. Childers', 'Raymond Del Barrio', 'Malcolm Danare', 'Nick Jameson', 'Peter Pitofsky', 'Nicholas Rempel', 'Rudy De Luca', 'Matthew Saks', 'Brad Grunberg', 'Laurie Main', 'Elaine Ballace', 'James Van Patten', 'Patrick Brymer', 'Tony Tanner', 'Diana Chesney', 'Ronny Graham', 'David DeLuise', 'Debbie James', 'Danny McBride', 'Hanala Sagal', 'Marc Ian Sklar', 'Tim Storms']"
RoboCop,1987,Paul Verhoeven,102,"['Peter Weller', 'Nancy Allen', ""Dan O'Herlihy"", 'Ronny Cox', 'Kurtwood Smith', 'Miguel Ferrer', 'Robert DoQui', 'Ray Wise', 'Felton Perry', 'Paul McCrane', 'Jesse D. Goins', 'Del Zamora', 'Calvin Jung', 'Rick Lieberman', 'Lee de Broux', 'Mark Carlton', 'Edward Edwards', 'Michael Gregory', 'Freddie Hice', 'Neil Summers', 'Gene Wolande', 'Gregory Poudevigne', 'Charles Carroll', 'Kevin Page', 'Yolonda Williams', 'Tyrees Allen', 'John S. Davies', 'Laird Stuart', 'Stephen Berrier', 'Sage Parker', 'Karen Radcliffe', 'Darryl Cox', 'Jerry Haynes', 'Bill Schockley', 'Donna Keegan', 'Mike Moroff', 'Marjorie Rynearson', 'Jo Livingston', 'Joan Pirkle', 'Diane Robin', 'Adrianne Sachs', 'Maarten Goslins', 'Angie Bolling', 'Jason Levine', 'S.D. Nemeth', 'Bill Farmer', 'Michael Hunter', 'Spencer Prokop', 'Debra Zach', 'L.J. King', 'David Packer', 'Leeza Gibbons', 'Mario Machado', 'Bill Blair', ""Don 'Tex' Clark"", 'Gilbert B. Combs', 'Jon Davison', 'Wanda De Jesus', 'James Field', 'John Garrett', 'Allan Graf', 'Katie Griffin', 'Harry Johnson', 'Debra Lamb', 'John Landis', 'Randall Oliver', 'Scott Sligar', 'James Staszkiel', 'Scott Thomson', 'Paul Verhoeven', 'Mark Edward Walters', 'Sean Wohland']"
Juno,2007,Jason Reitman,96,"['Elliot Page', 'Michael Cera', 'Jennifer Garner', 'Jason Bateman', 'Allison Janney', 'J.K. Simmons', 'Olivia Thirlby', 'Eileen Pedde', 'Rainn Wilson', 'Daniel Clark', 'Darla Fay', 'Aman Johal', 'Valerie Tian', 'Emily Perkins', 'Kaaren de Zilva', 'Steven Christopher Parker', 'Candice King', 'Sierra Pitkin', 'Cut Chemist', 'Eve Harlow', 'Kirsten Alter', 'Emily Tennant', 'Ashley Whillans', 'Jeff Witzke', 'Colin McSween', 'Peggy Logan', 'Cameron Bright', 'Joy Galmut', 'Wendy Russell', 'Robyn Ross']"
The Muppets' Wizard of Oz,2005,Kirk R. Thatcher,87,"['Ashanti', 'Jeffrey Tambor', 'Quentin Tarantino', 'David Alan Grier', 'Queen Latifah', 'Steve Whitmire', 'Dave Goelz', 'Bill Barretta', 'Eric Jacobson', 'Brian Henson', 'Kevin Clash', 'John E. Kennedy', 'Rickey Boyd', 'Tyler Bunch', 'Julianne Buescher', 'John Henson', 'Drew Massey', 'Allan Trautman', 'Alice Dinnean', 'Mike Quinn', 'Gord Robertson', 'Adam Behr', 'Jeny Cassady', 'Geoff Redknap', 'James Rowley', 'Dan Payne', 'C. Ernst Harth', 'Kelly Osbourne', 'Edward Hibbert', 'Ken Jones']"
Sesame Street: Elmo Saves Christmas,1997,Emily Squires,60,"['Maya Angelou', 'Kevin Clash', 'Caroll Spinney', 'Frank Oz', 'Steve Whitmire', 'Martin P. Robinson', 'Jerry Nelson', 'David Rudman', 'Fran Brill', 'Carmen Osbahr', 'Joey Mazzarino', 'Charles Durning', 'Harvey Fierstein', 'Noel MacNeal', 'Alice Dinnean', 'John Tartaglia', 'Matt Vogel', 'Pam Arciero', 'Peter Linz', 'Roscoe Orman', 'Sonia Manzano', 'Emilio Delgado', 'Bob McGrath', 'David Langston Smyrl', 'Alison Bartlett', 'Carlo Alban', '14 Karat Soul', 'Desiree Casado', 'Mara Feinstein', 'Naomi Hernandez', 'Andrew Mackasek', 'Theresa Sophia Rivera', 'Jim Martin']"
Eraserhead,1977,David Lynch,89,"['Jack Nance', 'Charlotte Stewart', 'Allen Joseph', 'Jeanne Bates', 'Judith Roberts', 'Laurel Near', 'V. Phipps-Wilson', 'Jack Fisk', 'Jean Lange', 'Thomas Coulson', 'John Monez', 'Darwin Joston', 'T. Max Graham', 'Hal Landon Jr.', 'Jennifer Chambers Lynch', 'Brad Keeler', 'Peggy Lynch', 'Doddie Keeler', 'Gill Dennis', 'Toby Keeler', 'Jack Walsh']"
Passion,1996,James Lapine,115,"['Donna Murphy', 'Jere Shea', 'Marin Mazzie', 'Gregg Edelman', 'Tom Aldredge', 'Linda Balgord', 'T.J. Meyers', 'William Parry', 'Christopher Peccaro', 'Francis Ruivivar', 'John Antony', 'Colleen Fitzpatrick', 'Marcus Olson', 'Andy Umberger']"
THX 1138,1971,George Lucas,86,"['Robert Duvall', 'Donald Pleasence', 'Don Pedro Colley', 'Maggie McOmie', 'Ian Wolfe', 'Marshall Efron', 'Sid Haig', 'John Pearce', 'Irene Cagen', 'Gary Alan Marsh', 'John Seaton', 'Eugene I. Stillman', 'Jack Walsh', 'Mark Lawhead', 'Robert Feero', 'Johnny Weissmuller Jr.', 'Claudette Bessing', 'Susan Stroh', 'James Wheaton', 'Henry Jacobs', 'Bill Love', 'Doc Scortt', 'Gary Austin', 'Scott L. Menges', 'Toby L. Stearns', 'Paul K. Haje', 'Ralph Chesse', 'Dion M. Chesse', 'Bruce Chesse', 'Mello Alexandria', 'Brandyn Barbara Artis', 'Morris D. Erby', 'Willie C. Barnes', 'Richard Quinnell', 'Jean M. Durand', 'Scott Beach', 'Neva Beach', 'Terence McGovern', 'Julie Payne', 'James Cranna', 'Ruth Silveira', 'Bruce Mackey', 'David Ogden Stiers', 'Bart Patton']"
Mondo Trasho,1969,John Waters,95,"['Mary Vivian Pearce', 'Divine', 'David Lochary', 'Mink Stole', 'Bob Skidmore', 'Margie Skidmore', 'Berenica Cipcus', 'Jack Walsh', 'Chris Atkinson', 'Lizzy Temple Black', 'Mark Isherwood', 'Mike Bauer', 'Pat Moran', 'George Figgs', 'Susan Lowe', 'George Tamsitt', 'Marina Melin', 'Sharon Sandrock', 'Gilbert McGill', 'Alan Reese', 'Rick Morrow', 'Mimi Lochary', 'John Leisenring', 'Tricia Waters', 'Bob Walsh', 'Susan Walsh', 'John Waters', 'Patricia Waters']"
Barb & Star Go to Vista Del Mar,2021,Josh Greenbaum,107,"['Kristen Wiig', 'Annie Mumolo', 'Jamie Dornan', 'Damon Wayans Jr.', 'Vanessa Bayer', 'Fortune Feimster', 'Phyllis Smith', 'Ian Gomez', 'Michael Hitchcock', 'Wendi McLendon-Covey', 'Kwame Patterson', 'Reyn Doi', 'Adrian Makala', 'Patrick Bristow', 'Jordan Black', 'Rachel Ramras', 'Rose Abdoo', 'Sergio Rogalto', 'Natasha Esca', 'Jennifer Giovannini', 'Samantha Beltrán', 'Carlos Bono', 'Marisol Gasé', 'Santiago Vázquez', 'Rodrigo Santacruz', 'Sofia Tennenbaum', 'Narjara Fuentes Alfonso', 'Kerry Ardra', 'Paulina Washington', 'Ariane Price', 'Alan Rubén Ramírez Gaytán', 'Andres Dardon', 'Gerry Bednob', 'Ernesto Godoy', 'Mark Jonathan Davis', 'Amy Keys', 'Nevada Arnold', 'Mike Miller', 'Elizabeth Kelly', 'Jayde Martinez', 'Arina Gancicova', 'Hank Rogerson', 'Karen Maruyama', 'Avi Rothman', 'Andy García', 'Josh Robert Thompson', 'David A. Nelson', 'Shannon Shea', 'Shantira Jackson', 'Carl Mergenthaler', 'Emilia García', 'Reba McEntire', 'April Wilson', 'Tom Lenk']"
Three Colors: Blue,1993,Krzysztof Kieślowski,98,"['Juliette Binoche', 'Benoît Régent', 'Florence Pernel', 'Charlotte Véry', 'Hélène Vincent', 'Philippe Volter', 'Claude Duneton', 'Hugues Quester', 'Emmanuelle Riva', 'Julie Delpy', 'Zbigniew Zamachowski', 'Julie Gayet', 'Yann Trégouët']"
The King of Comedy,1982,Martin Scorsese,109,"['Robert De Niro', 'Jerry Lewis', 'Diahnne Abbott', 'Sandra Bernhard', 'Shelley Hack', 'Frederick de Cordova', 'Kim Chan', 'Ed Herlihy', 'Lou Brown', 'Margo Winkler', 'Ralph Monaco', 'Catherine Scorsese', 'Cathy Scorsese', 'Loretta Tupper', 'Peter Potulski', 'Vinnie Gonzales', 'Whitey Ryan', 'Doc Lawless', 'Marta Heflin', 'Chuck Low', 'Katherine Wallach', 'Charles Kaleina', 'Richard Baratz', 'Leslie Levinson', 'Alan Potashnick', 'Michael Kolba', 'Robert Colston', 'Ramon Rodriguez', 'Chuck Coop', 'Sel Vitella', 'Tony Boschetti', 'Tony Randall', 'Jay Julien', 'Joe Strummer', 'Paul Simonon', 'Kosmo Vinyl', 'Ellen Foley', 'Pearl Harbour', 'Gaby Salter', 'Jerry Baxter-Worman', 'Don Letts', 'Matt Russo', 'Thelma Lee', 'Joyce Brothers', 'Bill Minkin', 'George Kapp', 'Victor Borge', 'Rob-Jamere Wess', 'Audrey Dummett', ""June Prud'Homme"", 'Edgar J. Scherick', 'Thomas M. Tolan', 'Ray Dittrich', 'Richard Dioguardi', 'Harry J. Ufland', 'Scotty Bloch', 'Jim Lyness', 'Diane Rachell', 'Dennis Mulligan', 'Tony Devon', 'Peter Fain', 'Michael F. Stodden', 'Gerard Murphy', 'Jimmy Raitt', 'Martin Scorsese', 'Charles Scorsese', 'Mardik Martin', 'William Jorgensen', 'Marvin Scott', 'Chuck Stevens', 'William Littauer', 'Jeff David', 'Mick Jones']"
Scream 2,1997,Wes Craven,120,"['Neve Campbell', 'Courteney Cox', 'David Arquette', ""Jerry O'Connell"", 'Timothy Olyphant', 'Jamie Kennedy', 'Laurie Metcalf', 'Elise Neal', 'Sarah Michelle Gellar', 'Liev Schreiber', 'Jada Pinkett Smith', 'Omar Epps', 'Duane Martin', 'Lewis Arquette', 'Rebecca Gayheart', 'Portia de Rossi', 'Heather Graham', 'Roger Jackson', 'Joshua Jackson', 'Marisol Nichols', 'Tori Spelling', 'Luke Wilson', 'David Warner', 'Selma Blair', 'Rasila Schroeder', 'Peter Deming', 'Molly Gross', 'Rebecca McFarland', 'Kevin Williamson', 'Sandy Heddings', 'Dave Allen Clark', 'Joe Washington', 'Angie Dillard', 'John Patrick', 'Craig Shoemaker', 'Walter Franks', 'Nina Petronzio', 'Stephanie Belt', 'Richard Bruce Doughty', 'Cornelia Kiss', 'Lucy Lin', 'Philip Pavel', ""Nancy O'Dell"", 'Greg Meiss', 'Adam Shankman', 'Kris Andersson', 'Carmen M. Chavez', 'Anne Fletcher', 'Erik Hyler', 'Sebastian La Cause', 'Lance MacDonald', 'Laurie Sposit', 'Ryan Lee Swanson', 'Jack Baun', 'Christopher Doyle', 'Jason Horgan', 'Daniel K. Arredondo', 'John Embry', 'Wes Craven', 'Corey Mendell Parker', 'Tim Hillman', 'Sarah Christine Smith', 'Jennifer Weston', 'Shelly Benedict', 'Jason Trost', 'Tom Hand', 'Teretha G. Houston', 'Gwenne Hudson', 'Franco Castan', 'Carrie Collins', 'Rodney L. James', 'Matthew Lillard', 'Lynn McRee', 'Deadra Moore', 'Paulette Patterson']"
Pink Floyd: The Wall,1982,Alan Parker,95,"['Bob Geldof', 'Christine Hargreaves', 'James Laurenson', 'Eleanor David', 'Kevin McKeon', 'Bob Hoskins', 'David Bingham', 'Jenny Wright', 'Alex McAvoy', 'Ellis Dale', 'James Hazeldine', 'Ray Mort', 'Joanne Whalley', 'Nell Campbell', 'Margery Mason', 'Robert Bridges', 'Michael Ensign', 'Marie Passarelli', 'Winston Rose', 'Eddie Tagoe', 'Emma Longfellow', 'Rod Beddall', 'Peter Jonfield', 'Phil Davis', 'Gary Olsen', 'Dennis Fletcher', 'Jonathan Scott', 'Joanna Dickens', 'John Scott Martin', 'Marilyn Thomas', 'Brenda Cowling', 'Michael Burrell', 'Malcolm Rogers', 'John Broughton', 'Albert Moses', 'Vincent Wong', 'Mark Newman', 'Lucita Lijertwood', 'Betty Whelan', 'David Fleeshman', 'Joanna Andrews', 'Diana King', 'Roger Kemp', 'David Smythe', 'Keith Wray']"
Into the Woods,1991,James Lapine,153,"['Bernadette Peters', 'Chip Zien', 'Joanna Gleason', 'Tom Aldredge', 'Robert Westenberg', 'Kim Crosby', 'Danielle Ferland', 'Ben Wright', 'Barbara Bryne', 'Chuck Wagner', 'Pamela Winslow', 'Merle Louise', 'Philip Hoffman', 'Kay McClelland', 'Lauren Mitchell', 'Joy Franz', 'Edmund Lyndeck', 'Cindy Robinson', 'Maureen Davis']"
Some Like It Hot,1959,Billy Wilder,122,"['Tony Curtis', 'Jack Lemmon', 'Marilyn Monroe', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Alex Ball', 'Brandon Beach', 'Phil Bloom', 'Willie Bloom', 'Al Breneman', 'Steve Carruthers', 'James J. Casino', 'Noble Chissell', 'Beulah Christian', 'Ted Christy', 'Robert Cole', 'Marian Collier', 'Pat Comiskey', 'Bing Conley', 'Paul Cristo', 'James Dime', 'Franklyn Farnum', 'Duke Fishman', 'Mary Foley', 'George Ford', 'Paul Frees', 'Bobby Gilbert', 'Joseph Glick', 'Jack Gordon', 'Joe Gray', 'Stuart Hall', 'Sam Harris', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'Shep Houghton', 'John Indrisano', 'Tom Kennedy', 'Joseph La Cava', 'George Lake', 'Carl M. Leviness', 'King Lockwood', 'Hank Mann', 'Tiger Joe Marsh', 'Jack Mather', 'Tipp McClure', 'Frank McLure', 'Laurie Mitchell', ""William H. O'Brien"", ""Colleen O'Sullivan"", 'Joe Palma', 'Helen Perry', 'Jack Perry', 'Danny Richards Jr.', 'Edwin Rochelle', 'John Roy', 'Cosmo Sardo', 'Scott Seaton', 'Sammy Shack', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Sid Troy', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney']"
King Kong,2005,Peter Jackson,187,"['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Thomas Kretschmann', 'Colin Hanks', 'Jamie Bell', 'Andy Serkis', 'Kyle Chandler', 'Evan Parke', 'Lobo Chan', 'John Sumner', 'Craig Hall', 'Peter McKenzie', 'William Johnson', 'David Pittu', 'Mark Hadlow', 'Geraldine Brophy', 'David Dennis', 'Pip Mushin', 'Jim Knobeloch', 'Ric Herbert', 'Lee Donahue', 'Tom Hobbs', 'Tiriel Mora', 'Jed Brophy', 'John Wraight', 'William Wallace', 'Frank Edwards', 'Crawford Thomson', 'Richard Kavanagh', 'Stephen Hall', 'Joe Folau', 'Chic Littlewood', 'Samuel Taylor', 'Lorraine Ashbourne', 'Laura Surrich', 'Katie Jackson', 'Michael Lawrence', 'Ray Woolf', 'Eddie Campbell', 'Greg Smith', 'Phil Grieve', 'Matt Wilson', 'Jim McLarty', 'Latham Gaines', 'Camille Keenan', 'Peter Jackson']"
Goosebumps,2015,Rob Letterman,103,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Amy Ryan', 'Ryan Lee', 'Jillian Bell', 'Halston Sage', 'Ken Marino', 'Timothy Simons', 'Amanda Lund', 'Steven Krueger', 'Keith Arthur Bolden', 'Karan Soni', 'R.L. Stine', 'Caleb Emery', 'Gabriela Hernandez', 'Nate Andrade', 'Sheldon Brown', 'Melissa Brewer', 'Marshall Choka', 'Melissa Cowan', 'John Deifer', 'Everett Dixon', 'Brian Gabriel', 'Kevin Galbraith', 'Maryann Gorka', 'Clare Halstead', 'Devin Hampton', 'Rory Healy', 'Drew Lamkins', 'Vivian Kyle', 'Charlie Leach', 'Katie Lumpkin', 'Larry Mainland', 'Lucky Mangione', 'Justin Natic', 'Josh Phillips', 'Mickie Pollock', 'Steve Quinn', 'Ashleigh Jo Sizemore', 'Jeff Tenney', 'Jennifer Trudrung', 'Ashton Lee Woolen', 'Coleman Youmans', 'E. Roger Mitchell', 'Jason Davis', 'Ella Wahlestedt']"
Decalogue I,1989,Krzysztof Kieślowski,53,"['Henryk Baranowski', 'Wojciech Klata', 'Maja Komorowska', 'Artur Barciś', 'Maria Gładkowska', 'Ewa Kania', 'Aleksandra Kisielewska', 'Aleksandra Majsiuk', 'Maciej Borniński', 'Agnieszka Brustman', 'Maciej Sławiński', 'Anna Smal-Romanska', 'Piotr Wyrzykowski', 'Magdalena Mikołajczak', 'Bożena Wróbel']"
I'm Not There,2007,Todd Haynes,135,"['Christian Bale', 'Cate Blanchett', 'Marcus Carl Franklin', 'Richard Gere', 'Heath Ledger', 'Ben Whishaw', 'Charlotte Gainsbourg', 'David Cross', 'Bruce Greenwood', 'Julianne Moore', 'Michelle Williams', 'Richie Havens', 'Peter Friedman', 'Alison Folland', 'Yolonda Ross', 'Jim James', 'Mark Camacho', 'Joe Cobden', 'Kristen Hager', 'Kris Kristofferson', 'Don Francks', 'Roc LaFortune', 'Larry Day', 'Paul Cagelet', 'Pierre-Alexandre Fortin', 'Tyrone Benskin', 'Kim Roberts', 'Eric Newsome', 'Angela Galuppo', 'Jane Wheeler', 'David Gow', 'Fanny La Croix', 'Kim Gordon', 'Matthew Harbour', 'Kyle Switzer', 'Terry Haig', 'Greg Kramer', 'Gordon Masten', 'Bill Croft', 'Gabrielle Marcoux', 'Jessey LaFlamme', 'Jennifer Rae Westley', 'Pierre Leblanc', 'Tim Post', 'Richard Robitaille', 'Ivan Freud', 'Holly Uloth', 'Danny Blanco Hall', 'Susan Glover', 'Vito DeFilippo', 'Andrew Simms', 'Lisa Bronwyn Moore', 'Jessica Kardos', 'Garth Gilker', 'John Koensgen', 'Lorne Brass', 'Andrew Shaver', 'Tavis Eachan Triance', 'Frederic Charest', 'Warren Brewer Auld', 'Simon P.F. Nixon', 'Andrew Greene', 'Paul van Dyck', 'Al Vandecruys', 'Leif Anderson', 'Brett Watson', 'Wyatt Bowen', 'Paul Johnston', 'Niko Romberg', 'Clarice Byrne', 'Maggie Castle', 'Richard Jutras', 'Daniel Richard Giverin', 'Matt Holland', 'Noël Burton', 'Kyle Gatehouse', 'Jason Cavalier', 'Greta Papageorgiu', 'Trevor Hayes', 'Marie-Hélène Chartrand', 'Marie-Julie Rivest', 'Jesse Todd', 'Lina Roessler', 'Sherry Haynes', 'Johann St-Louis', 'Mike Caruso', 'Pierre-Luc Lebeau', 'Jean-Nicolas Déry', 'Kathleen Fee', 'Emmanuel Schwartz', 'Pauline Little', 'Eugene Brotto', 'Shawn Baichoo', 'Benz Antoine', 'Craig Thomas', 'Catherine Colvey', 'Max Walker', 'Jean-Pierre Lalonde', 'Paul Spence', 'Graham Cuthbertson', 'Shaun Balbar', 'Felix Pennell', 'Jeremy Kantor', 'Alexis Demers', 'Steve Godin', 'Arthur Holden', 'Thiéry Dubé', 'Rob Burns', 'Leigh Ann Taylor', 'Joey Burns', 'John Convertino', 'Jane Gilchrist', 'Dennis St John', 'Maxime Billick', 'Matthew Boylan', 'Patrick Costello', 'Hélèna Laliberté', 'Dominic James', 'Nathalie Girard', 'Sharlene Royer', 'Kathryn Kostlivy', 'Pier Paquette', 'Jodie Resther', 'Kassandra Dasent', 'Phyllis Gooden', 'Jean-Loup Yale', 'Melantha Blackthorne', 'Bob Dylan']"
Flashdance,1983,Adrian Lyne,95,"['Jennifer Beals', 'Michael Nouri', 'Sunny Johnson', 'Kyle T. Heffner', 'Cynthia Rhodes', 'Lee Ving', 'Ron Karabatsos', 'Lilia Skala', 'Philip Bruns', 'Micole Mercurio', 'Malcolm Danare', 'Belinda Bauer', 'Lucy Lee Flippin', 'Durga McBroom', 'Liz Sagal', 'Stacey Pickren', 'Robert Wuhl', 'Matt Landers', 'Steve Price', 'Frank Pesce', 'Don Brockett', 'Marc Lemberger', 'Wayne Frost', 'Debra Gordon', 'Tony De Santis', 'Ann Muffly']"
Mortal Kombat,2021,Simon McQuoid,110,"['Lewis Tan', 'Jessica McNamee', 'Josh Lawson', 'Joe Taslim', 'Mehcad Brooks', 'Matilda Kimber', 'Laura Brent', 'Tadanobu Asano', 'Hiroyuki Sanada', 'Chin Han', 'Ludi Lin', 'Max Huang', 'Sisi Stringer', 'Melanie Jarnson', 'Nathan Jones', 'Daniel Nelson', 'Ian Streetz', 'Yukiko Shinohara', 'Ren Miyagawa', 'Mia Hall', 'David Field', 'Kris McQuade', 'Angus Sampson', 'Alice Nassery', 'Damon Herriman', 'Mike Foenander', 'Michael Coward', 'Garreth Hadfield', 'Bingchen Ye', 'Isaac Bernauer', 'David Chea', 'Yasushi Asaya']"
Tenacious D in The Pick of Destiny,2006,Liam Lynch,93,"['Jack Black', 'Kyle Gass', 'JR Reed', 'Ronnie James Dio', 'Paul F. Tompkins', 'Troy Gentile', 'Ned Bellamy', 'Fred Armisen', 'Kirk Ward', 'Amy Poehler', 'Tim Robbins', 'Dave Grohl', 'Ben Stiller', 'Lara Everly', 'Brittany Eldridge', 'Melissa-Anne Davenport', 'John Ennis', 'V.J. Foster', 'Jay Johnston', 'Colin Hanks', 'Stephanie Erb', 'Amy Adams', 'Milos Milicevic', 'Molly Bryant', 'Michael Rivkin', 'Gregg Turkington', 'Patrick M. Walsh', 'Bevin Kaye', 'Evie Peck', 'Mason Knight', 'Erik Walker', 'Cynthia Ettinger', 'Andrew Lewis Caldwell', 'Laura Milligan', 'Jason Segel', 'Meat Loaf', 'John C. Reilly']"
Between Two Ferns: The Movie,2019,Scott Aukerman,82,"['Zach Galifianakis', 'Lauren Lapkus', 'Ryan Gaul', 'Jiavani Linayao', 'Will Ferrell', 'Matthew McConaughey', 'David Letterman', 'Peter Dinklage', 'Jon Hamm', 'John Legend', 'Benedict Cumberbatch', 'Brie Larson', 'Chrissy Teigen', 'Keanu Reeves', 'Rashida Jones', 'Chance the Rapper', 'Hailee Steinfeld', 'Bobby Tisdale', 'John Cho', 'Adam Scott', 'Tiffany Haddish', 'Paul Rudd', 'Jason Schwartzman', 'Bruce Willis', 'Tessa Thompson', 'A.D. Miles', 'Awkwafina', 'Gal Gadot', 'Rekha Shankar', 'Mary Scheer', 'Olivia Mekdara', 'Mo Zelof', 'Gabriel Gundacker', 'Phil Hendrie', 'Mike Ivy', 'Matt Besser', 'Mary Holland', 'Najla Samad', 'Michelle Munoz', 'Lauren Ashley Smith', 'Phil Abrams', 'Chloé Wepper', 'Greg Galifianakis', 'Dennis Gubbins', 'Edi Patterson', 'Charity L. Miller', 'Phoebe Bridgers', 'Matt Berninger', 'Mike Brewer', 'Walter Martínez', 'Matt Barrick', 'Blake Clark', 'Paul F. Tompkins', 'Paul Rust', 'Joav Ramon', 'Mary Sohn', 'Will Hines', 'Demi Adejuyigbe', 'Mandell Maughan']"
American Factory,2019,Julia Reichert,110,"[""Junming 'Jimmy' Wang"", 'Sherrod Brown', 'Dave Burrows', 'John Gauthier', 'Rob Haerr', 'Cynthia Harper', 'Wong He', 'Jill Lamantia', 'Jeff Daochuan Liu', 'Shawnea Rosser', ""Rebecca Ruan-O'Shaughnessy""]"
